"","day","temp","dewp","wdsp","nrm"
"1164",6,30.1,16.3,5.8,0.621761658031088
"1165",7,33.4,17.6,5.4,0.463730569948187
"1166",1,35.1,22.5,8.4,0.295336787564767
"1167",2,36.9,23.1,7.7,0.404145077720207
"1168",3,31.8,21.2,9.2,0.344559585492228
"1169",4,31.7,15.4,9.9,0.411917098445596
"1170",5,39.9,25.4,7.3,0.481865284974093
"1171",6,32.6,22,11.4,0.510362694300518
"1172",7,36.7,25.3,9.7,0.704663212435233
"1173",1,40.8,21.2,2.9,0.474093264248705
"1174",2,41.5,25.7,11.8,0.398963730569948
"1175",3,33.8,22.3,17,0.536269430051813
"1176",4,34.3,20.7,13,0.474093264248705
"1177",5,35.3,19.6,6,0.427461139896373
"1178",6,36.7,22.4,7.8,0.639896373056995
"1179",7,36.8,22.5,15,0.373056994818653
"1180",1,34.6,17.2,13.4,0.44559585492228
"1181",2,41.4,23.5,10,0.494818652849741
"1182",3,49.9,46.3,10.4,0.435233160621762
"1183",4,45.7,36.7,5.3,0.476683937823834
"1184",5,45.4,39.7,6.9,0.321243523316062
"1185",6,39.6,28.6,7.7,0.515544041450777
"1186",7,46,33.3,11.5,0.479274611398964
"1187",1,33.8,15.3,8.8,0.585492227979275
"1188",2,33.1,16.5,5.9,0.437823834196891
"1189",3,40.2,35.9,9.5,0.259067357512953
"1190",4,32.8,24.7,14.6,0.50259067357513
"1191",5,32.3,17.5,7.1,0.432642487046632
"1192",6,35.6,26.5,10.5,0.492227979274611
"1193",7,29.2,8.2,8.7,0.336787564766839
"1194",1,31.9,14.2,5,0.290155440414508
"1195",2,34.5,28.5,6.8,0.404145077720207
"1196",3,37.1,24.7,5.7,0.538860103626943
"1197",4,48.5,32,9.6,0.683937823834197
"1198",5,59.5,42.6,10.6,0.637305699481865
"1199",6,45.8,39.4,9.5,0.715025906735751
"1200",7,40.4,38.6,16.9,0.476683937823834
"1201",1,36.7,35,13.2,0.253886010362694
"1202",2,31.3,26,13.2,0.590673575129534
"1203",3,35,22.3,10.7,0.50259067357513
"1204",4,35.1,26.4,9.7,0.316062176165803
"1205",5,41.1,29.6,9.4,0.567357512953368
"1206",6,46.8,21.6,4.6,0.772020725388601
"1207",7,47.2,20.3,4.1,0.44559585492228
"1208",1,51,23.1,9.2,0.5
"1209",2,51.9,29.3,9.1,0.546632124352332
"1210",3,55.8,42,6.3,0.538860103626943
"1211",4,49,35.8,12.1,0.634715025906736
"1212",5,49.3,29.1,3.2,0.590673575129534
"1213",6,51.9,31.3,10.2,0.691709844559586
"1214",7,43.9,29.3,13.4,0.450777202072539
"1215",1,44.5,20.1,5.8,0.569948186528497
"1216",2,57.9,20.4,9.5,0.738341968911917
"1218",4,77.2,52.5,14.8,0.735751295336788
"1219",5,65.4,59.8,6.4,0.613989637305699
"1220",6,67.9,54.9,14.7,0.800518134715026
"1221",7,70.7,45.2,7.1,0.904145077720207
"1222",1,63.5,41.8,8,0.544041450777202
"1223",2,60.3,40,5.9,0.774611398963731
"1224",3,69.8,40.4,6,0.772020725388601
"1225",4,71.1,49.5,11.3,0.743523316062176
"1226",5,66.1,54.4,9.5,0.709844559585492
"1227",6,53.5,44.6,12,0.580310880829015
"1228",7,49.1,44.6,10.5,0.50259067357513
"1229",1,54.4,49.6,7.1,0.479274611398964
"1230",2,63.8,56.6,8.3,0.733160621761658
"1231",3,64,58.9,8.2,0.616580310880829
"1232",4,62.6,45.8,5.6,0.658031088082902
"1233",5,65.2,50.5,5.9,0.748704663212435
"1234",6,58.4,46.6,9.1,0.764248704663212
"1235",7,61.1,57.7,5.1,0.658031088082902
"1236",1,51.5,47.3,9.1,0.66839378238342
"1237",2,54.8,52.2,5.8,0.544041450777202
"1238",3,60,56.6,4.3,0.756476683937824
"1239",4,63.7,52.1,3.2,0.715025906735751
"1240",5,71.8,54,5.3,0.816062176165803
"1241",6,78.5,55.9,6.6,0.77720207253886
"1242",7,78.3,64.7,5.2,0.901554404145078
"1243",1,83.4,63.5,4.1,0.976683937823834
"1244",2,84.1,63,6.5,0.992227979274611
"1245",3,77.7,60.9,4.6,0.955958549222798
"1246",4,77.5,66.6,7.8,0.886010362694301
"1247",5,77.7,68,9.1,0.870466321243523
"1249",7,60.9,53.3,8.7,0.813471502590674
"1250",1,67.5,54.8,10.8,0.854922279792746
"1251",2,68,48.5,9.6,0.738341968911917
"1252",3,67.2,48.9,11.2,0.639896373056995
"1253",4,63.5,48.2,7.1,0.803108808290155
"1254",5,73.8,57.8,6.4,0.678756476683938
"1255",6,65.6,55.9,6.8,0.696891191709845
"1256",7,66.5,60.4,4.6,0.805699481865285
"1257",1,65.5,63.6,5.5,0.585492227979275
"1258",2,64.1,62.8,8.7,0.629533678756477
"1259",3,70.6,66.7,6,0.746113989637306
"1260",4,75.1,61.8,7,0.637305699481865
"1261",5,72.9,52,3.9,0.652849740932642
"1262",6,76.6,57.8,6.7,0.867875647668394
"1263",7,82.2,69.5,9,0.83160621761658
"1264",1,86.3,72,9.3,0.836787564766839
"1265",2,86.7,72.7,11.4,0.880829015544041
"1266",3,73.3,67.5,6.6,0.751295336787565
"1267",4,70.4,64,6.3,0.994818652849741
"1268",5,66.5,64.2,10.6,0.419689119170984
"1269",6,63.2,60.7,12.3,0.564766839378238
"1270",7,68.3,58.2,5.4,0.867875647668394
"1271",1,73.7,63.2,6.3,0.94300518134715
"1272",2,70.1,61.8,10,0.904145077720207
"1273",3,74.9,64.6,9.7,0.751295336787565
"1274",4,73.3,68.4,7.4,0.83419689119171
"1275",5,76.1,65.4,3.2,0.821243523316062
"1276",6,83.5,71.8,8.4,0.712435233160622
"1277",7,87.3,76.5,9.9,0.937823834196891
"1279",2,77.2,65.5,6.4,0.919689119170985
"1280",3,78.5,64.6,6.1,0.83160621761658
"1281",4,83.9,73.6,6.9,0.839378238341969
"1282",5,80.3,73.5,6.7,0.870466321243523
"1283",6,74.8,60,11.1,0.994818652849741
"1284",7,71.7,51.1,7,0.844559585492228
"1285",1,75.6,55.3,4.7,0.829015544041451
"1286",2,80.1,61,7.3,0.769430051813471
"1287",3,82.2,65.1,8.5,0.790155440414508
"1288",4,78.3,57.9,6.7,0.601036269430052
"1289",5,79.3,61.6,7.7,0.759067357512953
"1290",6,82.1,63.4,7.9,0.813471502590674
"1291",7,78.3,69.2,5,0.733160621761658
"1292",1,81,71,4.7,0.795336787564767
"1293",2,83,72.1,4.7,0.725388601036269
"1294",3,77,61.9,7.3,0.621761658031088
"1295",4,72.6,55.2,7.8,0.867875647668394
"1296",5,76.7,57.7,7.4,0.707253886010363
"1297",6,75.7,66.6,11.5,0.818652849740933
"1298",7,71.5,67.6,10.8,0.764248704663212
"1299",1,71.6,68.3,11.9,0.751295336787565
"1300",2,73.6,64.9,8.8,0.883419689119171
"1301",3,75.7,64.3,4.8,0.759067357512953
"1302",4,79.1,59.6,5.5,0.784974093264249
"1303",5,77.5,60.4,8.9,0.766839378238342
"1304",6,71.1,56.1,8.3,0.764248704663212
"1305",7,71.9,54,4.8,0.782383419689119
"1306",1,72.4,56.8,4,0.702072538860104
"1307",2,72.5,59.2,5.7,0.717616580310881
"1308",3,74.3,62.4,6.7,0.841968911917098
"1310",5,77.7,63.8,7.8,0.898963730569948
"1311",6,77.1,63.1,4.9,1
"1313",1,84.5,66.5,11.4,0.919689119170985
"1314",2,79.3,69.4,7.1,0.769430051813471
"1315",3,76.5,69.7,3.9,0.725388601036269
"1316",4,74.6,67.6,4.2,0.743523316062176
"1317",5,78.5,66.4,7.9,0.681347150259067
"1318",6,77.8,69.4,6.3,0.911917098445596
"1319",7,78.4,63.7,6.1,0.919689119170985
"1320",1,79.9,60,5.4,0.873056994818653
"1321",2,77.9,63,4,0.823834196891192
"1322",3,80.5,61.2,4.2,0.839378238341969
"1323",4,80.2,66.7,6,0.756476683937824
"1324",5,77.3,69.4,4.5,0.860103626943005
"1325",6,75.7,69.2,5.1,0.790155440414508
"1327",1,76.5,67.8,5.4,0.746113989637306
"1328",2,75.8,68,9.2,0.626943005181347
"1329",3,73.1,67.7,7.3,0.562176165803109
"1330",4,71.1,54.1,9.2,0.893782383419689
"1331",5,70.9,52.6,5.8,0.577720207253886
"1332",6,69.2,57,8.8,0.738341968911917
"1333",7,72.9,66.9,9.1,0.857512953367876
"1334",1,83.5,74.4,6.8,0.746113989637306
"1335",2,86.2,72.2,13.8,0.826424870466321
"1336",3,83.1,72.1,12.8,0.769430051813471
"1337",4,72.2,67.6,7.6,0.637305699481865
"1338",5,68.5,56.8,7.5,0.816062176165803
"1339",6,72.4,59.7,5.9,0.849740932642487
"1341",1,82.3,68.8,9.9,0.847150259067358
"1342",2,78.6,69.1,6.5,0.702072538860104
"1343",3,79.9,69.1,7.5,0.816062176165803
"1344",4,83.1,68.1,10.1,0.549222797927461
"1345",5,70.6,65.1,9.7,0.60880829015544
"1346",6,68.9,60.8,9.7,0.580310880829015
"1347",7,67.1,52.6,15.4,0.738341968911917
"1348",1,65,51.1,15.3,0.411917098445596
"1349",2,66.6,55.1,9.3,0.546632124352332
"1350",3,67.5,56.4,3.4,0.484455958549223
"1351",4,68.5,55.9,5.4,0.541450777202073
"1352",5,66.9,56.6,4.3,0.471502590673575
"1353",6,70.6,59.9,4.6,0.94559585492228
"1354",7,70.3,61.5,5.1,0.77979274611399
"1355",1,74.9,65.1,6.8,0.813471502590674
"1356",2,79.1,64.4,3.9,0.727979274611399
"1357",3,75.3,63.7,5.3,0.601036269430052
"1358",4,71.1,61.7,8.7,0.663212435233161
"1359",5,78.1,67.1,6.6,0.839378238341969
"1360",6,78.4,61.1,14.2,0.829015544041451
"1361",7,60.3,44,10.7,0.761658031088083
"1362",1,61.2,49.1,5,0.595854922279793
"1363",2,65.1,56.9,6.7,0.753886010362694
"1364",3,73.2,65.2,7.7,0.637305699481865
"1365",4,61.5,48.1,9.3,0.639896373056995
"1366",5,59,42.9,6.1,0.525906735751295
"1367",6,58.2,43.8,6.8,0.743523316062176
"1368",7,51.2,38,4.9,0.588082901554404
"1369",1,59.3,49.4,6.8,0.61139896373057
"1371",3,64.1,58.4,5.6,0.549222797927461
"1372",4,71.3,60.5,10.9,0.44300518134715
"1373",5,66.2,53.8,14.8,0.49740932642487
"1374",6,58.3,52,8.3,0.386010362694301
"1375",7,64.9,61.3,6.9,0.572538860103627
"1376",1,59.2,53.9,8.6,0.551813471502591
"1377",2,70.9,64.1,8.2,0.61139896373057
"1378",3,77.3,65.2,8,0.624352331606218
"1379",4,72.9,64.2,10.6,0.567357512953368
"1380",5,51.3,38.6,15.3,0.450777202072539
"1381",6,40.2,30.9,6.9,0.518134715025907
"1382",7,41.6,33.3,7.3,0.619170984455959
"1383",1,47.9,37.9,5.3,0.510362694300518
"1384",2,44.5,34.1,10.5,0.518134715025907
"1385",3,44,29.2,10,0.419689119170984
"1386",4,47.6,30.2,10.4,0.479274611398964
"1387",5,45.5,26.7,5.8,0.569948186528497
"1388",6,49.1,35.1,9.7,0.676165803108808
"1389",7,47.4,35.7,14.5,0.77720207253886
"1390",1,38.1,20.3,8.5,0.360103626943005
"1391",2,47.8,30,6.7,0.544041450777202
"1392",3,48.6,32.4,7.7,0.598445595854922
"1393",4,44.3,34.4,3.2,0.77720207253886
"1394",5,44.9,33,4.4,0.559585492227979
"1395",6,48.9,37.7,7.3,0.839378238341969
"1396",7,49.8,39.6,5.4,0.733160621761658
"1397",1,47.7,41.7,10.4,0.544041450777202
"1398",2,46.9,38.4,6.3,0.564766839378238
"1399",3,53.5,42.8,7.1,0.673575129533679
"1400",4,55,46.4,7.5,0.984455958549223
"1402",6,45.2,34.7,8.9,0.725388601036269
"1403",7,43,32,4.2,0.717616580310881
"1404",1,49,41.5,13.3,0.466321243523316
"1405",2,48.3,42,10.3,0.523316062176166
"1406",3,48.3,42.5,12.8,0.66839378238342
"1407",4,38.5,26.8,14.5,0.466321243523316
"1408",5,35.9,23.7,5.7,0.440414507772021
"1409",6,35,26.2,7.7,0.551813471502591
"1410",7,25.3,12.5,12.5,0.378238341968912
"1411",1,33,19.3,8,0.370466321243523
"1412",2,34.5,22.8,6.5,0.471502590673575
"1413",3,25.2,10.7,10.7,0.269430051813472
"1414",4,25.8,13.1,5.2,0.347150259067358
"1415",5,32.1,24.3,5.5,0.484455958549223
"1416",6,34.2,27.2,10.3,0.590673575129534
"1417",7,34.8,29.5,5.8,0.424870466321244
"1418",1,34.4,27.3,6.4,0.321243523316062
"1419",2,28.4,21.9,6.2,0.347150259067358
"1420",3,32.3,22.4,9.3,0.50259067357513
"1421",4,32.6,22.5,10.2,0.61139896373057
"1422",5,33.9,23.4,9.2,0.0932642487046632
"1423",6,40.8,32.1,10.1,0.634715025906736
"1424",7,45.4,40.4,10,0.49740932642487
"1425",1,39.5,33.8,9.3,0.178756476683938
"1426",2,31.3,26.8,19.3,0.145077720207254
"1427",3,24,15.6,8.9,0.341968911917098
"1428",4,22.1,14.4,5.4,0.541450777202073
"1429",5,31,23.4,5.6,0.440414507772021
"1430",6,36.2,29.1,3.4,0.639896373056995
"1431",7,38.5,34.5,11.6,0.800518134715026
"1432",1,43.4,39.6,7.2,0.533678756476684
"1433",2,34.8,28.9,12,0.686528497409326
"1434",3,30.8,21.6,8.4,0.567357512953368
"1435",4,28.3,19.1,9.1,0.533678756476684
"1436",5,30.7,21.2,9.3,0.55440414507772
"1437",6,21.5,10.7,7.3,0.626943005181347
"1438",7,24.5,12.8,4.5,0.606217616580311
"1439",1,25.1,17.1,2.7,0.479274611398964
"1440",2,24,17.2,5.2,0.546632124352332
"1441",3,30.5,22.9,7,0.430051813471503
"1442",4,36,27,10.3,0.658031088082902
"1443",5,34.3,26.4,5.2,0.536269430051813
"1444",6,40.6,38.9,6.4,0.746113989637306
"1445",7,38.5,33.3,7.5,0.619170984455959
"1446",1,36.9,31.7,5.8,0.634715025906736
"1447",2,35.6,24.8,6.8,0.536269430051813
"1448",3,30.5,25.5,4.5,0.544041450777202
"1449",4,40.1,30.6,9.3,0.60880829015544
"1450",5,45.4,40.6,6.4,0.733160621761658
"1451",6,36.9,33.3,13.1,0.766839378238342
"1452",7,31.3,24.6,7.2,0.660621761658031
"1453",1,34.4,26.4,8.2,0.341968911917098
"1454",2,30.3,17.4,9.8,0.269430051813472
"1456",4,36.7,29.5,2.5,0.316062176165803
"1457",5,43.8,35.9,14.2,0.316062176165803
"1458",6,43.2,39,15.6,0.569948186528497
"1459",7,29.5,26.6,7.2,0.494818652849741
"1460",1,27,19.5,10.6,0.427461139896373
"1461",2,36.4,32.9,8,0.370466321243523
"1463",4,29.5,25.7,6.7,0.382428940568475
"1464",5,30.8,23.5,9.8,0.635658914728682
"1465",6,37.9,28,8.4,0.677002583979328
"1466",7,39.8,32.4,6.8,0.739018087855297
"1467",1,40.2,32.3,9.5,0.408268733850129
"1468",2,45.6,39.8,15.5,0.439276485788114
"1469",3,42.8,35.2,11.9,0.501291989664083
"1470",4,23.8,10.4,15,0.322997416020672
"1471",5,19.4,8.2,6.8,0.465116279069767
"1472",6,26.7,18.2,4.4,0.718346253229974
"1473",7,30.3,24.3,8,0.428940568475452
"1474",1,30.3,24.1,13.3,0.17312661498708
"1475",2,26.2,20.4,7,0.333333333333333
"1476",3,26.4,22.2,10.9,0.490956072351421
"1477",4,32.4,25.2,8.8,0.498708010335917
"1478",5,31.5,24.7,5.4,0.37984496124031
"1479",6,31.5,24.2,7.9,0.416020671834625
"1480",7,27.6,23.9,16.4,0.0361757105943152
"1482",2,10.9,-0.2,7.9,0.129198966408269
"1483",3,20.3,10,10.4,0.304909560723514
"1484",4,31.4,29.8,7.7,0.400516795865633
"1485",5,17.9,12.7,9.1,0.260981912144703
"1486",6,2.8,-5.6,12.8,0.20671834625323
"1487",7,4.6,-3.6,6.1,0.0645994832041344
"1488",1,5.5,-2.1,6.3,0.041343669250646
"1489",2,20.4,14.7,11.6,0.0387596899224806
"1493",6,9.2,2.6,4.3,0.689922480620155
"1494",7,26.6,22,8.6,0.560723514211886
"1495",1,41,39.9,9.7,0.229974160206718
"1496",2,47.3,45.1,9.5,0.591731266149871
"1497",3,30.8,25.1,9.6,0.37984496124031
"1498",4,34.5,32.7,6.3,0.335917312661499
"1499",5,35.9,34.6,8.6,0.423772609819121
"1500",6,11.5,1.6,18.7,0.351421188630491
"1501",7,13.5,3,6.5,0.645994832041344
"1502",1,24.9,16.4,6.6,0.341085271317829
"1503",2,29.6,25.8,7.9,0.30749354005168
"1504",3,31.6,29.8,11.1,0.410852713178295
"1505",4,20.6,14.2,16.7,0.354005167958656
"1506",5,36.8,28.5,9,0.609819121447028
"1507",6,23.7,14.8,12.9,0.602067183462532
"1508",7,22.2,12.1,7.6,0.439276485788114
"1509",1,26.7,20.4,10.5,0.286821705426357
"1510",2,26.8,21.9,6.6,0.217054263565891
"1511",3,24.1,14.9,3.1,0.271317829457364
"1512",4,31.6,26.7,11.2,0.328165374677003
"1513",5,31.9,21.2,12.3,0.490956072351421
"1514",6,30.4,20.4,6,0.532299741602067
"1515",7,35.6,30.1,7.7,0.364341085271318
"1516",1,36.3,31.5,18.8,0.10594315245478
"1517",2,15.6,-0.1,12.9,0.229974160206718
"1518",3,21.5,8.9,9.4,0.263565891472868
"1519",4,26.3,16.5,8.6,0.369509043927649
"1520",5,20.1,8.6,5.8,0.227390180878553
"1521",6,28.6,19.6,4.9,0.633074935400517
"1522",7,30.8,22,6.5,0.405684754521964
"1523",1,23.8,10.4,9.3,0.116279069767442
"1524",2,6.6,-6.9,12.6,0.0981912144702842
"1525",3,13.2,0,14.2,0.0904392764857881
"1526",4,18.1,2.9,11.8,0.317829457364341
"1527",5,24.2,10.7,7.7,0.266149870801034
"1528",6,29.4,21.3,5.2,0.545219638242894
"1529",7,35,28.7,10.5,0.286821705426357
"1530",1,37.9,32.6,18.2,0.27390180878553
"1531",2,33.3,19,9.9,0.501291989664083
"1532",3,36.3,23.6,6.2,0.31266149870801
"1533",4,47.1,37.5,10.7,0.470284237726098
"1534",5,56.2,48.6,15,0.434108527131783
"1535",6,38.6,33.3,15.7,0.589147286821705
"1536",7,35.5,20.6,10.3,0.671834625322997
"1537",1,36,22.3,6.2,0.27390180878553
"1538",2,36.1,23.6,6.1,0.374677002583979
"1539",3,39.8,23.8,6.7,0.354005167958656
"1540",4,42.5,33.5,7.7,0.478036175710594
"1541",5,40.4,35.1,9.2,0.472868217054264
"1542",6,40.6,28.8,10.4,0.524547803617571
"1543",7,37.9,24.9,3.6,0.475452196382429
"1544",1,46,31.5,4.6,0.366925064599483
"1545",2,37.6,25.2,15,0.343669250645995
"1546",3,36.1,13.6,6.4,0.426356589147287
"1547",4,42.8,18.4,7.8,0.496124031007752
"1548",5,53.5,39.4,11.3,0.457364341085271
"1549",6,47.5,32.6,7,0.434108527131783
"1550",7,40.2,32.9,11.3,0.405684754521964
"1551",1,31.9,13.8,12.6,0.338501291989664
"1552",2,36.5,20.1,9.6,0.733850129198966
"1553",3,44.9,30.2,12.9,0.392764857881137
"1554",4,47,28.4,8.9,0.449612403100775
"1555",5,46.7,39.9,8.5,0.403100775193798
"1556",6,45,39.5,4.9,0.509043927648579
"1557",7,52.3,44.4,4.2,0.609819121447028
"1558",1,59.4,49.9,7.3,0.509043927648579
"1559",2,62.7,47.2,6.9,0.614987080103359
"1560",3,60.9,35.8,9.8,0.483204134366925
"1561",4,41.6,31.5,13.8,0.395348837209302
"1562",5,45.6,35.7,15.8,0.622739018087855
"1563",6,50.6,36.2,14.9,0.702842377260982
"1564",7,44.3,24.4,11.2,0.640826873385013
"1565",1,37.1,29.8,14.6,0.0775193798449612
"1566",2,39.9,29.3,7.8,0.560723514211886
"1567",3,57.8,42.6,9.4,0.521963824289406
"1568",4,57.9,47.2,8.5,0.478036175710594
"1569",5,58.6,51.7,10.9,0.31266149870801
"1570",6,44.5,34.7,18.2,0.372093023255814
"1571",7,50.6,19.6,16,0.578811369509044
"1572",1,59.6,24.4,6,0.359173126614987
"1573",2,68.4,42.2,10.5,0.591731266149871
"1574",3,59.1,49,9.6,0.609819121447028
"1575",4,53.9,37.8,4.9,0.506459948320413
"1576",5,57.7,37.7,3.5,0.671834625322997
"1577",6,56.5,37.4,14.5,0.656330749354005
"1578",7,42.9,30.2,9.8,0.317829457364341
"1579",1,41.5,27.4,11.4,0.255813953488372
"1580",2,46.8,39.7,9.6,0.545219638242894
"1581",3,46.1,44,7.8,0.576227390180879
"1582",4,52.9,50.6,9.1,0.785529715762274
"1583",5,45.8,43.7,7.6,0.496124031007752
"1584",6,48.6,40.4,10.4,0.736434108527132
"1585",7,50.9,38.3,6.6,0.498708010335917
"1586",1,58.8,39.6,4.9,0.705426356589147
"1587",2,60.7,47.3,7,0.733850129198966
"1588",3,47.4,41.9,10.9,0.501291989664083
"1589",4,53.7,41.7,10.8,0.65374677002584
"1590",5,63.2,56.4,10.6,0.596899224806202
"1591",6,50.1,38.4,8.8,0.754521963824289
"1592",7,48.1,37.5,6.1,0.490956072351421
"1593",1,47.2,38,10.5,0.322997416020672
"1594",2,50.4,38.6,7.8,0.733850129198966
"1595",3,55.7,36.8,4,0.550387596899225
"1596",4,63.6,43.2,3.1,0.664082687338501
"1597",5,67,54.9,8,0.604651162790698
"1598",6,57.5,50.7,9.2,0.695090439276486
"1599",7,58,50,7.8,0.651162790697674
"1600",1,66.1,59.2,10.7,0.69250645994832
"1601",2,54.1,43.4,11.5,0.780361757105943
"1602",3,49.5,40.6,10.2,0.573643410852713
"1603",4,63.9,52.1,12.8,0.68733850129199
"1604",5,72.1,56.4,13.1,0.68733850129199
"1605",6,64.5,52.2,7.1,0.881136950904393
"1606",7,76.4,64.4,10.2,0.953488372093023
"1607",1,70.9,59.8,6.2,0.82687338501292
"1608",2,62.7,53.5,6.7,0.622739018087855
"1609",3,65.7,61,7.9,0.622739018087855
"1610",4,60,55.2,7.1,0.599483204134367
"1611",5,66.9,58.2,5.7,0.617571059431525
"1612",6,71.4,57.9,6.9,0.839793281653747
"1614",1,60.9,45.4,7.5,0.589147286821705
"1615",2,58.9,40,7.8,0.51937984496124
"1616",3,67,52.2,7.6,0.684754521963824
"1617",4,75.5,65,8.7,0.731266149870801
"1618",5,66.4,58.9,5.5,0.607235142118863
"1619",6,67.3,57.4,7.9,0.819121447028424
"1620",7,68.6,53.8,9.2,0.984496124031008
"1621",1,69.7,60.3,6.8,0.772609819121447
"1622",2,68.3,54.3,10.3,0.754521963824289
"1623",3,69.9,43.5,6.8,0.697674418604651
"1624",4,69.5,48.3,9,0.540051679586563
"1625",5,59,48,13.9,0.503875968992248
"1626",6,66,44.2,10.6,0.775193798449612
"1627",7,67.4,58.9,9.5,0.839793281653747
"1628",1,59.9,57.4,5.7,0.555555555555556
"1629",2,59.8,54.6,6.7,0.635658914728682
"1630",3,65.1,57.4,4.1,0.542635658914729
"1631",4,67.4,59,5.5,0.767441860465116
"1632",5,60.4,57.1,10.6,0.583979328165375
"1633",6,63,48.8,5.1,0.708010335917313
"1634",7,69.1,55.6,8.3,0.824289405684755
"1635",1,74.2,64.9,8.9,0.780361757105943
"1636",2,73.2,68.5,9.4,0.785529715762274
"1637",3,74,60.1,11.4,0.718346253229974
"1638",4,79.3,62.3,6.3,0.754521963824289
"1639",5,77.9,67,6.8,0.630490956072351
"1640",6,78.5,67,8.6,0.881136950904393
"1641",7,80.4,68,5.7,0.925064599483204
"1642",1,78.4,66.3,5.7,0.770025839793282
"1644",3,84.9,71.2,8.1,0.679586563307494
"1645",4,77.3,70.4,6,0.775193798449612
"1646",5,78.8,69.7,6.2,0.757105943152455
"1647",6,82.8,71.5,6.4,0.994832041343669
"1648",7,80.1,69.6,8,0.798449612403101
"1649",1,72,59.7,11.8,0.695090439276486
"1650",2,73.3,54,7.2,0.839793281653747
"1651",3,76.8,59.7,5.5,0.612403100775194
"1652",4,85,68,8.9,0.855297157622739
"1653",5,78.7,62.5,7.8,0.666666666666667
"1654",6,74.1,57.4,4.6,0.72609819121447
"1655",7,82.4,65.4,8.7,1
"1656",1,80.2,65.8,7.4,0.733850129198966
"1657",2,82.3,67,10,0.816537467700258
"1658",3,77.6,69.6,7.1,0.643410852713178
"1659",4,81.6,72.5,4.3,0.767441860465116
"1660",5,79.2,73.5,8.5,0.656330749354005
"1661",6,86.5,77.9,10.4,0.762273901808786
"1662",7,86,75.8,12.9,0.82687338501292
"1663",1,75.7,68.6,9.1,0.69250645994832
"1664",2,71.9,55.7,12.2,0.733850129198966
"1665",3,70.8,54.8,7.1,0.72609819121447
"1666",4,71.7,53.9,5,0.617571059431525
"1667",5,74.3,53.3,4.7,0.757105943152455
"1668",6,76.7,60.4,7.9,0.801033591731266
"1669",7,80.2,64.1,11.8,0.824289405684755
"1670",1,81.5,66.3,10.1,0.842377260981912
"1671",2,77.5,68.4,9.8,0.798449612403101
"1672",3,73.3,64.3,6.3,0.697674418604651
"1673",4,70.3,56.1,8.5,0.534883720930233
"1675",6,74.2,57.2,5.6,0.968992248062015
"1676",7,76.5,60.2,4,0.937984496124031
"1677",1,79.4,62.2,5.1,0.868217054263566
"1678",2,80.1,65.3,5.7,0.780361757105943
"1679",3,77.1,66,7.5,0.715762273901809
"1680",4,77.8,63.4,5.9,0.702842377260982
"1681",5,80.2,60.1,10.1,0.806201550387597
"1682",6,73.8,54.6,5.2,0.746770025839793
"1683",7,75,56.8,5.3,0.754521963824289
"1684",1,75.7,60.7,6.8,0.764857881136951
"1685",2,77.3,71.6,4.4,0.524547803617571
"1686",3,76.1,70.4,5.4,0.661498708010336
"1687",4,73.8,67.3,5.3,0.741602067183463
"1688",5,71.5,62.1,7.9,0.790697674418605
"1689",6,73.2,62.5,7.4,0.69250645994832
"1690",7,74.7,68,5.3,0.788113695090439
"1691",1,75.1,69.2,7.6,0.65374677002584
"1692",2,77.8,68.4,3.6,0.72609819121447
"1693",3,75.9,71.3,4.6,0.581395348837209
"1694",4,74,67.5,5.5,0.558139534883721
"1695",5,74.3,62.2,8,0.640826873385013
"1696",6,70.6,53.4,10.1,0.708010335917313
"1697",7,69.4,52.3,8.7,0.806201550387597
"1698",1,70,53.1,8.8,0.671834625322997
"1699",2,72.2,64.1,9.4,0.576227390180879
"1700",3,72.9,63.3,9.7,0.581395348837209
"1701",4,69.6,52.5,11.8,0.635658914728682
"1702",5,71.5,57.4,10.6,0.68733850129199
"1703",6,70.8,53.7,7,0.671834625322997
"1704",7,68.3,52.4,8.2,0.695090439276486
"1705",1,67.4,61,5.2,0.979328165374677
"1706",2,71.3,62.2,3.8,0.700258397932817
"1707",3,73.1,65.5,9.5,0.436692506459948
"1708",4,68.4,57,9.3,0.457364341085271
"1709",5,64.8,51.9,4.4,0.364341085271318
"1710",6,68.4,58.4,8.8,0.68733850129199
"1711",7,68.1,56.3,7.6,0.591731266149871
"1712",1,66.1,55.9,8.2,0.55297157622739
"1713",2,67.5,60.2,5.7,0.702842377260982
"1714",3,79.4,67.8,10,0.555555555555556
"1715",4,81.6,71.7,7.9,0.627906976744186
"1716",5,74.2,68.8,6.3,0.718346253229974
"1717",6,75.1,66.4,10.7,0.803617571059432
"1718",7,68.4,56.2,6.9,0.666666666666667
"1719",1,71.6,63.1,9.3,0.715762273901809
"1720",2,72.2,67.5,5.1,0.775193798449612
"1721",3,70.3,64.7,6.9,0.700258397932817
"1722",4,72.6,61.4,7.1,0.643410852713178
"1723",5,74.3,58,5.8,0.731266149870801
"1724",6,76,65.1,3.7,0.801033591731266
"1725",7,76.6,67.9,9,0.648578811369509
"1726",1,73.2,68,10.1,0.390180878552972
"1727",2,68.8,58.2,9.5,0.671834625322997
"1728",3,68.1,55.2,8.2,0.643410852713178
"1729",4,70.8,57,11.8,0.532299741602067
"1730",5,66.8,45.8,9.3,0.527131782945736
